@relation notas

@attribute anho {2011, 2012, 2013}
@attribute nota numeric

@data
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2011,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2012,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,0
2013,1
2013,1
2013,1
2013,1
2013,1
2013,1
2013,1
2013,1
2013,1
2013,1
2013,1
2013,1
2013,1
2013,1
2013,1
2013,1
2013,1
2013,1
2013,1
2013,1
2013,1
2013,1
2013,1
2013,1
2013,1
2013,1
2013,1
2013,1
2013,1
2013,1
2013,1
2013,1
2013,1
2013,1
2013,1
2013,1
2013,1
2013,1
2013,2
2013,2
2013,2
2013,2
2013,2
2013,2
2013,2
2013,2
2013,2
2013,2
2013,2
2013,2
2013,2
2013,2
2013,2
2013,2
2013,2
2013,2
2013,2
2013,2
2013,2
2013,2
2013,2
2013,2
2013,2
2013,2
2013,2
2013,2
2013,2
2013,2
2013,2
2013,2
2013,2
2013,2
2013,2
2013,2
2013,2
2013,2
2013,2
2013,2
2013,2
2013,2
2013,2
2013,2
2013,2
2013,2
2011,3
2011,3
2011,4
2011,4
2011,4
2011,4
2011,4
2011,4
2011,4
2011,4
2011,4
2011,4
2011,4
2011,4
2011,4
2011,4
2011,4
2011,4
2011,4
2011,4
2011,4
2011,4
2011,4
2011,4
2011,5
2011,5
2011,5
2011,5
2011,5
2011,5
2011,5
2011,5
2011,6
2011,6
2011,7
2011,7
2011,7
2011,7
2011,7
2011,7
2011,7
2011,7
2011,7
2011,7
2011,8
2011,8
2011,8
2011,8
2011,8
2011,8
2011,8
2011,8
2011,8
2011,8
2011,8
2011,8
2011,8
2011,8
2011,9
2011,9
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,12
2011,12
2011,12
2011,12
2011,12
2011,12
2011,12
2011,12
2011,14
2011,14
2011,3
2011,3
2011,3
2011,4
2011,5
2011,5
2011,6
2011,7
2011,7
2011,8
2011,8
2011,8
2011,8
2011,9
2011,9
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,12
2011,12
2011,12
2011,12
2011,13
2011,13
2011,13
2011,13
2011,13
2011,15
2011,15
2011,16
2011,16
2011,17
2011,17
2011,17
2011,18
2011,18
2011,19
2011,3
2011,3
2011,3
2011,3
2011,5
2011,6
2011,6
2011,6
2011,6
2011,7
2011,7
2011,8
2011,8
2011,9
2011,9
2011,9
2011,9
2011,10
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,12
2011,12
2011,12
2011,12
2011,12
2011,13
2011,13
2011,13
2011,13
2011,14
2011,15
2011,5
2011,6
2011,9
2011,9
2011,9
2011,10
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,12
2011,12
2011,12
2011,12
2011,12
2011,12
2011,12
2011,12
2011,12
2011,12
2011,12
2011,12
2011,12
2011,13
2011,13
2011,13
2011,13
2011,13
2011,13
2011,13
2011,13
2011,13
2011,14
2011,14
2011,14
2011,14
2011,14
2011,14
2011,15
2011,15
2011,15
2011,16
2011,6
2011,7
2011,7
2011,8
2011,8
2011,9
2011,10
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,12
2011,12
2011,12
2011,12
2011,12
2011,12
2011,12
2011,12
2011,12
2011,12
2011,12
2011,13
2011,13
2011,13
2011,13
2011,14
2011,14
2011,14
2011,15
2011,15
2011,15
2011,15
2011,16
2011,5
2011,6
2011,6
2011,7
2011,7
2011,7
2011,7
2011,7
2011,8
2011,8
2011,8
2011,9
2011,9
2011,9
2011,9
2011,9
2011,9
2011,10
2011,10
2011,10
2011,10
2011,10
2011,10
2011,10
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,12
2011,12
2011,12
2011,13
2011,13
2011,13
2011,13
2011,13
2011,4
2011,4
2011,5
2011,5
2011,5
2011,6
2011,6
2011,6
2011,6
2011,6
2011,7
2011,7
2011,7
2011,7
2011,7
2011,8
2011,8
2011,8
2011,8
2011,9
2011,9
2011,9
2011,9
2011,9
2011,10
2011,10
2011,10
2011,10
2011,10
2011,10
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,12
2011,12
2011,12
2011,12
2011,14
2011,5
2011,6
2011,6
2011,6
2011,7
2011,7
2011,7
2011,8
2011,8
2011,8
2011,8
2011,8
2011,8
2011,8
2011,8
2011,8
2011,8
2011,9
2011,9
2011,9
2011,9
2011,9
2011,9
2011,9
2011,10
2011,10
2011,10
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,12
2011,12
2011,12
2011,13
2011,13
2011,13
2011,4
2011,4
2011,6
2011,8
2011,9
2011,9
2011,9
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,12
2011,12
2011,12
2011,12
2011,12
2011,12
2011,13
2011,13
2011,13
2011,13
2011,13
2011,13
2011,13
2011,13
2011,13
2011,13
2011,13
2011,13
2011,13
2011,13
2011,13
2011,13
2011,14
2011,14
2011,14
2011,14
2011,14
2011,14
2011,14
2011,14
2011,15
2011,6
2011,6
2011,10
2011,10
2011,10
2011,11
2011,11
2011,11
2011,12
2011,12
2011,12
2011,12
2011,12
2011,12
2011,13
2011,13
2011,13
2011,13
2011,13
2011,13
2011,13
2011,13
2011,13
2011,13
2011,14
2011,14
2011,14
2011,14
2011,14
2011,14
2011,14
2011,15
2011,15
2011,15
2011,15
2011,4
2011,5
2011,7
2011,7
2011,7
2011,9
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,12
2011,12
2011,12
2011,12
2011,12
2011,12
2011,12
2011,12
2011,12
2011,12
2011,12
2011,12
2011,13
2011,13
2011,13
2011,13
2011,13
2011,13
2011,13
2011,14
2011,14
2011,14
2011,14
2011,14
2011,14
2011,15
2011,15
2011,16
2011,16
2011,19
2011,4
2011,4
2011,4
2011,6
2011,7
2011,9
2011,9
2011,10
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,12
2011,12
2011,12
2011,12
2011,12
2011,12
2011,12
2011,12
2011,12
2011,12
2011,13
2011,13
2011,13
2011,13
2011,13
2011,13
2011,13
2011,14
2011,14
2011,14
2011,14
2011,15
2011,15
2011,15
2011,15
2011,15
2011,15
2011,16
2011,16
2011,17
2011,17
2011,18
2011,20
2011,3
2011,3
2011,3
2011,4
2011,4
2011,5
2011,5
2011,5
2011,8
2011,8
2011,10
2011,11
2011,11
2011,11
2011,11
2011,12
2011,12
2011,12
2011,12
2011,12
2011,12
2011,12
2011,12
2011,13
2011,13
2011,13
2011,14
2011,14
2011,14
2011,14
2011,14
2011,15
2011,15
2011,15
2011,16
2011,16
2011,16
2011,16
2011,17
2011,18
2011,3
2011,3
2011,4
2011,4
2011,4
2011,4
2011,4
2011,5
2011,5
2011,5
2011,5
2011,5
2011,6
2011,7
2011,7
2011,7
2011,8
2011,9
2011,9
2011,9
2011,10
2011,11
2011,11
2011,12
2011,12
2011,12
2011,12
2011,13
2011,13
2011,13
2011,14
2011,14
2011,14
2011,14
2011,14
2011,15
2011,15
2011,15
2011,15
2011,16
2011,17
2011,19
2011,19
2011,3
2011,8
2011,8
2011,11
2011,11
2011,11
2011,12
2011,12
2011,13
2011,13
2011,13
2011,14
2011,14
2011,15
2011,15
2011,15
2011,15
2011,15
2011,16
2011,16
2011,18
2011,3
2011,6
2011,8
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,12
2011,12
2011,12
2011,13
2011,13
2011,13
2011,14
2011,3
2011,3
2011,3
2011,3
2011,3
2011,3
2011,3
2011,3
2011,3
2011,3
2011,3
2011,3
2011,3
2011,3
2011,3
2011,3
2011,4
2011,4
2011,4
2011,4
2011,4
2011,4
2011,4
2011,4
2011,5
2011,5
2011,5
2011,5
2011,6
2011,6
2011,6
2011,6
2011,7
2011,7
2011,7
2011,8
2011,8
2011,8
2011,8
2011,8
2011,8
2011,8
2011,8
2011,8
2011,8
2011,9
2011,9
2011,9
2011,9
2011,9
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,12
2011,13
2011,13
2011,13
2011,13
2011,13
2011,13
2011,13
2011,13
2011,13
2011,13
2011,13
2011,13
2011,13
2011,13
2011,14
2011,14
2011,14
2011,14
2011,14
2011,14
2011,14
2011,14
2011,14
2011,14
2011,14
2011,14
2011,15
2011,18
2011,18
2011,3
2011,4
2011,4
2011,5
2011,5
2011,6
2011,6
2011,7
2011,8
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,12
2011,12
2011,12
2011,13
2011,3
2011,3
2011,3
2011,3
2011,4
2011,4
2011,4
2011,5
2011,5
2011,5
2011,5
2011,5
2011,6
2011,6
2011,6
2011,7
2011,7
2011,7
2011,8
2011,9
2011,9
2011,9
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,12
2011,12
2011,12
2011,12
2011,13
2011,13
2011,13
2011,13
2011,13
2011,16
2011,18
2011,5
2011,6
2011,6
2011,6
2011,6
2011,6
2011,11
2011,11
2011,12
2011,12
2011,5
2011,6
2011,7
2011,8
2011,8
2011,9
2011,9
2011,9
2011,9
2011,9
2011,9
2011,10
2011,10
2011,10
2011,10
2011,10
2011,10
2011,10
2011,10
2011,10
2011,11
2011,11
2011,11
2011,11
2011,12
2011,12
2011,12
2011,12
2011,12
2011,13
2011,13
2011,13
2011,13
2011,14
2011,14
2011,14
2011,14
2011,15
2011,15
2011,5
2011,6
2011,6
2011,6
2011,6
2011,6
2011,7
2011,7
2011,8
2011,8
2011,8
2011,9
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,12
2011,12
2011,12
2011,12
2011,12
2011,12
2011,12
2011,12
2011,13
2011,13
2011,13
2011,14
2011,14
2011,14
2011,14
2011,14
2011,14
2011,15
2011,15
2011,15
2011,15
2011,16
2011,17
2011,17
2011,11
2011,11
2011,13
2011,13
2011,13
2011,14
2011,14
2011,14
2011,15
2011,15
2011,15
2011,15
2011,15
2011,15
2011,15
2011,15
2011,16
2011,16
2011,16
2011,16
2011,16
2011,16
2011,16
2011,16
2011,17
2011,17
2011,17
2011,17
2011,17
2011,17
2011,17
2011,17
2011,18
2011,18
2011,18
2011,19
2011,3
2011,8
2011,11
2011,11
2011,11
2011,12
2011,12
2011,12
2011,13
2011,13
2011,13
2011,14
2011,14
2011,15
2011,15
2011,15
2011,15
2011,15
2011,16
2011,16
2011,16
2011,16
2011,16
2011,16
2011,16
2011,16
2011,16
2011,16
2011,16
2011,16
2011,16
2011,16
2011,17
2011,17
2011,17
2011,17
2011,17
2011,18
2011,18
2011,7
2011,11
2011,11
2011,11
2011,12
2011,12
2011,12
2011,13
2011,13
2011,13
2011,13
2011,13
2011,13
2011,14
2011,14
2011,14
2011,15
2011,15
2011,15
2011,15
2011,15
2011,15
2011,16
2011,16
2011,16
2011,3
2011,6
2011,6
2011,7
2011,7
2011,8
2011,8
2011,9
2011,9
2011,9
2011,9
2011,9
2011,10
2011,10
2011,11
2011,11
2011,11
2011,11
2011,11
2011,11
2011,12
2011,12
2011,12
2011,12
2011,12
2011,12
2011,13
2011,13
2011,13
2011,14
2011,16
2011,16
2011,17
2011,5
2011,5
2011,7
2011,8
2011,8
2011,11
2011,14
2011,14
2011,14
2011,14
2011,15
2011,15
2011,15
2011,15
2011,15
2011,15
2011,15
2011,16
2011,17
